,type,name,url,poster,description,review,IMDB,contentRating,genre,datePublished,keywords,duration,actor,director,creator,RottenTomatoes Audience Score,RottenTomatoes Tomato Meter
769,Movie,The Perfection,https://www.imdb.comhttps://www.imdb.com/title/tt7772580/,https://m.media-amazon.com/images/M/MV5BMTA3NzkzMDUxODBeQTJeQWpwZ15BbWU4MDM0ODc5ODcz._V1_.jpg,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.","{'author': 'bangel3322', 'dateCreated': '2019-05-26', 'inLanguage': 'English', 'heading': 'Not exactly what I was expecting.....', 'reviewBody': 'I sat down expecting a horror film, and the first half of film seems to be heading in that direction. However it&apos;s more of a psychological drama/thriller with a few twists. I have to say the acting was good, and the storyline itself unexpected but decent. However I would have liked to have seen this film go in a totally different direction. The ending was a little cliche for me, they weren&apos;t very imaginative there. It really had the potential to be something so much better than it was.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.1,18+,"['Drama', 'Horror', 'Music']",2019-05-24,"revenge,vengeance,lesbian,musician,female musical prodigy",PT1H30M,"[{'name': 'Marie Maskell', 'url': 'https://www.imdb.com/name/nm12477703/'}, {'name': 'Allison Williams', 'url': 'https://www.imdb.com/name/nm4129745/'}, {'name': 'Christina Jastrzembska', 'url': 'https://www.imdb.com/name/nm0419363/'}]","[{'name': 'Richard Shepard', 'url': 'https://www.imdb.com/name/nm0791672/'}]","[{'name': 'Richard Shepard', 'url': 'https://www.imdb.com/name/nm0791672/'}, {'name': 'Nicole Snyder', 'url': 'https://www.imdb.com/name/nm1709372/'}, {'name': 'Eric C. Charmelo', 'url': 'https://www.imdb.com/name/nm0153338/'}]",2.85,3.55
770,Movie,The Pink Panther,https://www.imdb.comhttps://www.imdb.com/title/tt0057413/,https://m.media-amazon.com/images/M/MV5BNzg5NTYzNDI4OF5BMl5BanBnXkFtZTcwOTQxMTMyNA@@._V1_.jpg,0,"{'author': 'MotoMike', 'dateCreated': '2001-03-19', 'inLanguage': 'English', 'heading': 'A true classic - One of the best of the Sixties', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 10}}",3.5,Approved,"['Comedy', 'Crime', 'Romance']",1964-02-14,"diamond,inspector,framed for robbery,slapstick comedy,jewel theft",PT1H55M,"[{'name': 'David Niven', 'url': 'https://www.imdb.com/name/nm0000057/'}, {'name': 'Peter Sellers', 'url': 'https://www.imdb.com/name/nm0000634/'}, {'name': 'Robert Wagner', 'url': 'https://www.imdb.com/name/nm0001822/'}]","[{'name': 'Blake Edwards', 'url': 'https://www.imdb.com/name/nm0001175/'}]","[{'name': 'Maurice Richlin', 'url': 'https://www.imdb.com/name/nm0725009/'}, {'name': 'Blake Edwards', 'url': 'https://www.imdb.com/name/nm0001175/'}]",2.55,1.05
771,Movie,The Players Club,https://www.imdb.comhttps://www.imdb.com/title/tt0119905/,https://m.media-amazon.com/images/M/MV5BMTY0NDgwNzg4Ml5BMl5BanBnXkFtZTcwNzg3NTU0NA@@._V1_.jpg,0,"{'author': 'jadavix', 'dateCreated': '2019-08-24', 'inLanguage': 'English', 'heading': 'Far better than I expected', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.9,R,"['Comedy', 'Drama']",1998-04-08,"stripper,catfight,spanking,dominatrix,rape",PT1H44M,"[{'name': 'LisaRaye McCoy', 'url': 'https://www.imdb.com/name/nm0513964/'}, {'name': 'Dick Anthony Williams', 'url': 'https://www.imdb.com/name/nm0930454/'}, {'name': 'Judyann Elder', 'url': 'https://www.imdb.com/name/nm0253068/'}]","[{'name': 'Ice Cube', 'url': 'https://www.imdb.com/name/nm0001084/'}]","[{'name': 'Ice Cube', 'url': 'https://www.imdb.com/name/nm0001084/'}]",0.0,0.0
772,Movie,The Princess Switch,https://www.imdb.comhttps://www.imdb.com/title/tt8954732/,https://m.media-amazon.com/images/M/MV5BMTYyMjYxMjEzOF5BMl5BanBnXkFtZTgwMjAwNDE3NjM@._V1_.jpg,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince&apos;s fiancée--who looks just like her. They switch lives for two days.","{'author': 'cecedaphne', 'dateCreated': '2018-11-18', 'inLanguage': 'English', 'heading': 'Feel good movie', 'reviewBody': 'If you want to just sit down, relax and watch a cute, fun and happy movie like I did after 10 hours of work, it&apos;s a good movie. I like Vanessa Hudgens and she was great in this role. Of course, when it comes to these type of movies it&apos;s a bit cringe and the acting isn&apos;t the best to hope for, but like I said, it&apos;s a good movie if you just want to pass the time and make it worth your while.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.05,7+,"['Comedy', 'Drama', 'Family']",2018-11-16,"christmas,identity swap,same actor playing two characters simultaneously on screen,actress playing dual role,same actor playing two characters",PT1H41M,"[{'name': 'Vanessa Hudgens', 'url': 'https://www.imdb.com/name/nm1227814/'}, {'name': 'Sam Palladio', 'url': 'https://www.imdb.com/name/nm4112253/'}, {'name': 'Nick Sagar', 'url': 'https://www.imdb.com/name/nm2964642/'}]","[{'name': 'Mike Rohl', 'url': 'https://www.imdb.com/name/nm0737517/'}]","[{'name': 'Robin Bernheim', 'url': 'https://www.imdb.com/name/nm0076820/'}, {'name': 'Megan Metzger', 'url': 'https://www.imdb.com/name/nm2997602/'}]",2.5,3.6
773,Movie,The Princess and the Frog,https://www.imdb.comhttps://www.imdb.com/title/tt0780521/,https://m.media-amazon.com/images/M/MV5BNmJkZjk1OTUtNzQ3NC00M2I1LTgzNTQtYzk4MmMyNDk0MTY3XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_.jpg,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","{'author': 'PirateWolfy', 'dateCreated': '2009-12-08', 'inLanguage': 'English', 'heading': '2D Animation is Back! Blue Skies and Sunshine Guaranteed!', 'reviewBody': 'The Princess and the Frog is one of the most highly anticipated films of the year. It marks Walt Disney Animation Studio&apos;s return to 2D animation, to recapture the era of amazing movies like The Little Mermaid, Aladdin and Beauty and the Beast – timeless tales that have reached audiences across the world. However, unlike these previous movies, The Princess and the Frog does something new. It&apos;s an updated take on the classic fairy tale, set in Jazzy New Orleans filled with witch doctors, Maldonian princes, southern lovesick daughters, Jazz playing alligators and even Cajun fireflies! In the midst of all this jazz is Disney&apos;s first black princess, Tiana, and her story.\n\nTiana is a young girl who wants to follow her father&apos;s dream and open up her very own restaurant. She works hard, never taking a chance on Prince Charming to sweep her off her feet - she is a realist Disney &apos;princess&apos; - and that makes her stand apart from the rest. And speaking of breaking from tradition, Prince Naveen is another fresh take on the classic Disney prince. He gets a fair amount of screen time and shows us that princes are more than just stuffy suits. The pair has great chemistry as frogs and their intertwining journey is full of laughs and heart tingling moments sprinkled with some good old Disney magic. Disney Animation Studios has pulled it off again; they have conjured up something fresh and new and have made it entertaining. Perhaps we can expect greater things for the future because this is a pretty good start.\n\nOne of the strongest aspects of this musical is, of course, the music! Randy Newman has provided an array of songs, from bouncy piano songs to gospel to Broadway. There is no one single style of music and Newman serves up a diverse platter accompanied by stunning animation. There are several songs in the movie, perhaps more than needed, but all catchy while bringing a yet another flavor to New Orleans. The downside to these songs is that they are many, short and have the task of pushing story. Their presence feels like designated intervals, sometimes jarring up moments which could have been executed wonderfully without any song.\n\nPacing and story are the main challenges The Princess and the Frog faces. Too much happens and it happens too fast. There is an engaging plot, obstacles are overcome through action and songs also push the story forward. This leaves us very little time for dwelling in scene. I personally think this is why the movie doesn&apos;t feel quite up to par with The Little Mermaid, Aladdin, Beauty or The Lion King – there are very few moments which rely on deeper truths or engage with characters&apos; inner struggles and relationships. I wish the directors would have slowed down and let us have a bit more interaction rather than relying on action and songs to advance plot. Also, some crucial events relied on coincidence when they could&apos;ve been worked into the plot more skillfully. Despite these minor drawbacks, the Princess and the Frog still delivers an entertaining story.\n\nPersonally, I think the darker a Disney film is, the more interesting it will be. It lends a sense of reality and tells me that despite its catchy songs and humor, the movie takes itself seriously. Princess and the Frog definitely takes itself seriously. One of the main reasons I wanted to see this film was because of Dr. Facilier. He makes the film tastefully dark and shows us that even a Disney story can chill audiences. The voodoo world is intoxicating, full of intrigue and Facilier&apos;s theme song tells us he is a villain with style rivaling the likes of Jafar or Scar. However, unlike the previous villains, Facillier doesn&apos;t constantly trump the heroes after his first appearance. Villains kind of get a backseat in the movie - some people might not like this so beware! \n\nDespite its darker side, the movie is surprisingly funny and downright hilarious. Like the old classics, the movie is timeless in a way. It doesn&apos;t reference any modern pop culture. There are lots of things that made audiences laugh, some more than others. There is no one type of humor strung throughout the whole film. Without giving anything away, I would also like to say the humor gets pretty risqué at times but it&apos;s welcoming because it tells us Disney is not excluding anyone from the audience. \n\nThere are some very spectacular moments of animation in this film. The characters are drawn in the 90&apos;s classic Disney style and don&apos;t have extremely stylized or exaggerated features that we&apos;ve seen in later works like Emperor&apos;s New groove or Home on the Range. This blast from the past is a breath of fresh air. 2D animation is here to stay.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",3.55,G,"['Animation', 'Adventure', 'Comedy']",2010-01-06,"prince,frog,restaurant,new orleans jazz,friendship between girls",PT1H37M,"[{'name': 'Anika Noni Rose', 'url': 'https://www.imdb.com/name/nm0741242/'}, {'name': 'Keith David', 'url': 'https://www.imdb.com/name/nm0202966/'}, {'name': 'Oprah Winfrey', 'url': 'https://www.imdb.com/name/nm0001856/'}]","[{'name': 'Ron Clements', 'url': 'https://www.imdb.com/name/nm0166256/'}, {'name': 'John Musker', 'url': 'https://www.imdb.com/name/nm0615780/'}]","[{'name': 'Ron Clements', 'url': 'https://www.imdb.com/name/nm0166256/'}, {'name': 'John Musker', 'url': 'https://www.imdb.com/name/nm0615780/'}, {'name': 'Greg Erb', 'url': 'https://www.imdb.com/name/nm0258627/'}]",3.7,4.25
774,Movie,The Pursuit of Happyness,https://www.imdb.comhttps://www.imdb.com/title/tt0454921/,https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_.jpg,0,"{'author': 'thinkr', 'dateCreated': '2006-11-30', 'inLanguage': 'English', 'heading': 'Take your parents to see it over the holidays', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",4.0,17+,"['Biography', 'Drama']",2012-12-04,"motivational,passion,hardwork,hare krishna,american dream",PT1H57M,"[{'name': 'Will Smith', 'url': 'https://www.imdb.com/name/nm0000226/'}, {'name': 'Thandiwe Newton', 'url': 'https://www.imdb.com/name/nm0628601/'}, {'name': 'Jaden Smith', 'url': 'https://www.imdb.com/name/nm1535523/'}]","[{'name': 'Gabriele Muccino', 'url': 'https://www.imdb.com/name/nm0610831/'}]","[{'name': 'Steve Conrad', 'url': 'https://www.imdb.com/name/nm0175726/'}]",4.35,3.35
775,Movie,The Ritual,https://www.imdb.comhttps://www.imdb.com/title/tt5638642/,https://m.media-amazon.com/images/M/MV5BMjAzMzAyMDI4Ml5BMl5BanBnXkFtZTgwODMwOTY2NDM@._V1_.jpg,0,"{'author': 'annaily', 'dateCreated': '2018-02-12', 'inLanguage': 'English', 'heading': 'Worth a watch.', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.15,18+,"['Horror', 'Mystery', 'Thriller']",2018-02-19,"sweden,friendship between men,lost in the woods,pagan,pagan ritual",PT1H34M,"[{'name': 'Rafe Spall', 'url': 'https://www.imdb.com/name/nm1245863/'}, {'name': 'Arsher Ali', 'url': 'https://www.imdb.com/name/nm2468782/'}, {'name': 'Robert James-Collier', 'url': 'https://www.imdb.com/name/nm1674947/'}]","[{'name': 'David Bruckner', 'url': 'https://www.imdb.com/name/nm1410159/'}]","[{'name': 'Joe Barton', 'url': 'https://www.imdb.com/name/nm3620967/'}, {'name': 'Adam Nevill', 'url': 'https://www.imdb.com/name/nm8072788/'}]",3.0,3.7
776,Movie,The River Thief,https://www.imdb.comhttps://www.imdb.com/title/tt5664502/,https://m.media-amazon.com/images/M/MV5BOWRkZjJkMmMtZTZiYi00NzViLWE0ZWYtNjY1YmFhMGRlMTdhXkEyXkFqcGdeQXVyNTU2NTk5NjQ@._V1_.jpg,0,"{'author': 'falconermaclachlan', 'dateCreated': '2016-12-05', 'inLanguage': 'English', 'heading': 'Film Review: The River Thief', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",2.6,Not Rated,"['Action', 'Adventure', 'Crime']",2016-10-14,"balloon,bare chested male,river,thief,tied feet",PT1H27M,"[{'name': 'Joel Courtney', 'url': 'https://www.imdb.com/name/nm1525807/'}, {'name': 'Paul Johansson', 'url': 'https://www.imdb.com/name/nm0424035/'}, {'name': 'Bas Rutten', 'url': 'https://www.imdb.com/name/nm1008015/'}]","[{'name': 'N.D. Wilson', 'url': 'https://www.imdb.com/name/nm3753363/'}]","[{'name': 'N.D. Wilson', 'url': 'https://www.imdb.com/name/nm3753363/'}]",3.3,0.0
777,Movie,The Roommate,https://www.imdb.comhttps://www.imdb.com/title/tt1265990/,https://m.media-amazon.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_.jpg,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.","{'author': 'Hellmant', 'dateCreated': '2011-04-08', 'inLanguage': 'English', 'heading': 'The movie fails on almost every count but it&apos;s still mildly amusing.', 'reviewBody': '&apos;THE ROOMMATE&apos;: Two Stars (Out of Five) \n\nNew variation on &apos;SINGLE WHITE FEMALE&apos;, this one revolving around two college freshmen living on campus together at ULA. It stars &apos;GOSSIP GIRL&apos;s Leighton Meester as the psycho student and Minka Kelly as the good girl. The film is directed by Christian E. Christiansen and written by first time writer Sonny Mallhi. It&apos;s mildly amusing at times but for the most part it&apos;s routine and devoid of thrills or any real action.\n\nKelly plays Sara Matthews and Meester plays Rebecca Evans. When the two first meet in the dorm room they&apos;ve both been given they immediately hit it off. What Sara doesn&apos;t realize is that she&apos;s made too much of an impression on Rebecca and she quickly becomes obsessed with her. Sara is also troubled by an ex-boyfriend (Matt Lanter) who keeps calling but has met a new love interest in drummer Stephen Morterelli (Cam Gigandet). This doesn&apos;t sit well with Rebecca who wants Sara all to herself. Her obsession turns to creepy and dangerous really fast.\n\nThe film is very light on thrills and violence (for a thriller). The first two thirds of the film actually play out more like a depressing character study drama leaving the viewer feeling more sorry for Rebecca than afraid of her but then of course the end turns to routine third act &apos;B&apos; movie trash and we finally get some action. Meester is somewhat good as the troubled student and Kelly looks beautiful but for the most part the movie has no real acting to speak of. The dialogue is weak and scares and thrills, like I said, are nearly nonexistent. The movie fails on almost every count but it&apos;s still mildly amusing. I give it some credit for not putting me to sleep but it&apos;s mostly a waste.\n\nWatch our review show &apos;MOVIE TALK&apos; at: http://www.youtube.com/watch?v=Sd0S1srQ9T8', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 4}}",2.4,PG-13,"['Drama', 'Horror', 'Thriller']",2011-02-04,"tied to a bed,lesbian subtext,gagged woman,woman bound and gagged,bound to a bed",PT1H34M,"[{'name': 'Minka Kelly', 'url': 'https://www.imdb.com/name/nm1310368/'}, {'name': 'Leighton Meester', 'url': 'https://www.imdb.com/name/nm1015262/'}, {'name': 'Cam Gigandet', 'url': 'https://www.imdb.com/name/nm1544217/'}]","[{'name': 'Christian E. Christiansen', 'url': 'https://www.imdb.com/name/nm0160157/'}]","[{'name': 'Sonny Mallhi', 'url': 'https://www.imdb.com/name/nm1867458/'}]",1.35,0.15
778,Movie,The Runaways,https://www.imdb.comhttps://www.imdb.com/title/tt1017451/,https://m.media-amazon.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@._V1_.jpg,0,"{'author': 'lewiskendell', 'dateCreated': '2010-07-20', 'inLanguage': 'English', 'heading': 'Inappropriate and in your face. The way any movie about The Runaways should be.', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.25,R,"['Biography', 'Drama', 'Music']",2010-04-08,"revisionist history,feminist film,feminism,female masturbation,underage sex",PT1H46M,"[{'name': 'Kristen Stewart', 'url': 'https://www.imdb.com/name/nm0829576/'}, {'name': 'Dakota Fanning', 'url': 'https://www.imdb.com/name/nm0266824/'}, {'name': 'Michael Shannon', 'url': 'https://www.imdb.com/name/nm0788335/'}]","[{'name': 'Floria Sigismondi', 'url': 'https://www.imdb.com/name/nm0797455/'}]","[{'name': 'Floria Sigismondi', 'url': 'https://www.imdb.com/name/nm0797455/'}, {'name': 'Cherie Currie', 'url': 'https://www.imdb.com/name/nm0192947/'}]",2.75,3.45
779,Movie,The Saint,https://www.imdb.comhttps://www.imdb.com/title/tt0120053/,https://m.media-amazon.com/images/M/MV5BNmM3MjI2YjUtYjk1MS00M2VjLWI4MmUtM2UyYWQyNTVlZGE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,0,"{'author': 'tim_a_jay', 'dateCreated': '2004-07-31', 'inLanguage': 'English', 'heading': 'Sentimental favourite', 'reviewBody': 'I just finished watching the Saint again, it&apos;s the sort of movie you remember seeing a few years back and when you get home after a long day at work your glad it&apos;s being re-run on TV. The plot is nothing stunning but neither is it entirely unbelievable. Simon Templar (Val Kilmer) is a big time con-artist/thief who operates to further his own financial position, charm some very attractive ladies and buy himself a Volvo that actually looks good. An ambitious Russian oil magnate hires him to steal a formula off a gorgeous nuclear physicist. They fall in love and Templar turns from thief into hero. I don&apos;t think this movie claims to be anything life-changing but it&apos;s good fun if taken lightly. Kilmer has a good turn as Templar and his various disguises and pranks along with some bungling by a few hapless Scotland Yard detectives provide a few laughs. The action is great fun and backed by the Chemical Brothers and Underworld. The romance between Elisabeth Shue&apos;s character and Kilmer&apos;s isn&apos;t bad either, they&apos;re both convincing in their own way and there are some nice moments for sentimental folk like me. The Saint is perfect for a quiet night with the boys, beers and some gawking at Elisabeth Shue, it&apos;s bad not to watch with that someone special either.\n\nCheers\n\nTim', 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.1,PG-13,"['Action', 'Adventure', 'Romance']",1997-04-04,"snow adventure,cold fusion,knights templar,cranberry,close up of eyes",PT1H56M,"[{'name': 'Val Kilmer', 'url': 'https://www.imdb.com/name/nm0000174/'}, {'name': 'Elisabeth Shue', 'url': 'https://www.imdb.com/name/nm0000223/'}, {'name': 'Rade Serbedzija', 'url': 'https://www.imdb.com/name/nm0784884/'}]","[{'name': 'Phillip Noyce', 'url': 'https://www.imdb.com/name/nm0637518/'}]","[{'name': 'Leslie Charteris', 'url': 'https://www.imdb.com/name/nm0153546/'}, {'name': 'Jonathan Hensleigh', 'url': 'https://www.imdb.com/name/nm0378144/'}, {'name': 'Wesley Strick', 'url': 'https://www.imdb.com/name/nm0834338/'}]",1.9,0.0
780,Movie,The Secret Life of Pets 2,https://www.imdb.comhttps://www.imdb.com/title/tt5113040/,https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_.jpg,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.","{'author': 'pawanpunjabithewriter', 'dateCreated': '2020-04-29', 'inLanguage': 'English', 'heading': 'Pretty much an Average Sequel', 'reviewBody': 'It started off well, reminded the same old wonderful story and characters. All , of course, are awesome. The story does pick up very well, but one end is kept stuck. It doesn&apos;t create any Intense atmosphere around. It seems to be a short story. Just 70 minutes of the story, rest the ending takes 15 minutes. Even the climax is in the 70. Very short. Very short. Got to check that really. It&apos;s not even a complete movie although it has many laughs. Still, the first one was better! Average try!', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.2,SU,"['Animation', 'Adventure', 'Comedy']",2019-06-14,"sequel,second part,talking animal,dog,talking dog",PT1H26M,"[{'name': 'Patton Oswalt', 'url': 'https://www.imdb.com/name/nm0652663/'}, {'name': 'Kevin Hart', 'url': 'https://www.imdb.com/name/nm0366389/'}, {'name': 'Harrison Ford', 'url': 'https://www.imdb.com/name/nm0000148/'}]","[{'name': 'Chris Renaud', 'url': 'https://www.imdb.com/name/nm0719208/'}, {'name': 'Jonathan del Val', 'url': 'https://www.imdb.com/name/nm3646390/'}]","[{'name': 'Brian Lynch', 'url': 'https://www.imdb.com/name/nm0528244/'}, {'name': 'Ken Daurio', 'url': 'https://www.imdb.com/name/nm0202425/'}, {'name': 'Cinco Paul', 'url': 'https://www.imdb.com/name/nm0666791/'}]",4.5,3.0
228,Movie,The Seven Deadly Sins: Grudge of Edinburgh Part 1,https://www.imdb.comhttps://www.imdb.com/title/tt17677744/,https://m.media-amazon.com/images/M/MV5BYTEyNjFkZDQtMGI3Mi00MWJlLWI3YmItM2IxOWI5MDRiM2VhXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,"When sinister forces threaten the peace of Britannia, a young prince embarks on a perilous journey to save his loved ones and discover his true powers.","{'author': 'rbeaver-64850', 'dateCreated': '2023-03-09', 'inLanguage': 'English', 'heading': 'I Hate the new animation', 'reviewBody': 'I started the series last week and binge watched it all, including the movies. Whoever decided to change the animation style for Grudge of Eidenburgh should be keel hauled and gang beaten with a sock soap. It&apos;s TERRIBLE. It&apos;s so bad that it&apos;s hard to watch. I don&apos;t know if this style is cheaper then the old style but they need to banish this animation style and leave it locked away.\n\nBesides that, I am pleased that they are continuing the story with the 7 deadly children. I am looking forward to seeing more in the future as lomgmas they discontinue this awful animation. I am still currently watching it though. I just felt so strongly about the animation change that I had to get on here.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 3}}",2.75,TV-14,"['Animation', 'Action', 'Adventure']",2022-12-20,"based on manga,knight,son,kingdom,part one",PT52M,"[{'name': 'Ayumu Murase', 'url': 'https://www.imdb.com/name/nm4986852/'}, {'name': 'Jeannie Tirado', 'url': 'https://www.imdb.com/name/nm7429639/'}, {'name': 'Kôki Uchiyama', 'url': 'https://www.imdb.com/name/nm2146022/'}]","[{'name': 'Bob Shirohata', 'url': 'https://www.imdb.com/name/nm1245805/'}]","[{'name': 'Rintarou Ikeda', 'url': 'https://www.imdb.com/name/nm9484025/'}, {'name': 'Nakaba Suzuki', 'url': 'https://www.imdb.com/name/nm10880010/'}]",0.0,0.0
781,Movie,The Short Game,https://www.imdb.comhttps://www.imdb.com/title/tt2466830/,https://m.media-amazon.com/images/M/MV5BMTQ1NDYxNTU0Nl5BMl5BanBnXkFtZTcwNDg0MDMyOQ@@._V1_.jpg,The best 7 year old golfers from around the world descend on the world famous Pinehurst Golf course in North Carolina to determine the next world champion and who might become golf&apos;s next phenomenon. Most of these young prodigies ...,"{'author': 'atlasmb', 'dateCreated': '2013-12-19', 'inLanguage': 'English', 'heading': 'Some of the Best Golfers You Will Ever See--And They&apos;re Kids', 'reviewBody': 'Another Netflix success, The Short Game is a documentary that follows eight 7- and 8-year-old golfers from around the world as they prepare for and compete in the World Golf Championships at Pinehurst, NC.\n\nThese five boys and three girls are prodigies who are delightful to watch as they deal with the demands of year-round training, expectant parents, and the stresses of competition.\n\nAs we see, it is not just athletic talent that makes these kids so accomplished. They all have strong support systems. More importantly, they all have a passion for the game. Their passion is what makes this film so enjoyable. And passion is a factor that every competitor must deal with, as defeat is inevitable.\n\nThese players display a lot of poise. Each one has big plans for the future. It will be fun to discover in later years if their plans are realized.\n\nI recommend this film for golf enthusiasts, sports lovers, and anyone who enjoys stories of achievement and challenge. I found their stories moving.\n\nAs an aside, I noted in the end credits that Jessica Biel and Justin Timberlake were listed among the producers.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.65,PG,"['Documentary', 'Sport']",2013-09-20,"golf sport,reenactment,sports documentary,golfer,golf",PT1H39M,"[{'name': 'Amari Avery', 'url': 'https://www.imdb.com/name/nm6614316/'}, {'name': 'Jed Dy', 'url': 'https://www.imdb.com/name/nm6614317/'}, {'name': 'Allan Kournikova', 'url': 'https://www.imdb.com/name/nm6614318/'}]","[{'name': 'Josh Greenbaum', 'url': 'https://www.imdb.com/name/nm2307949/'}]",[],4.2,4.2
782,Movie,The Signal,https://www.imdb.comhttps://www.imdb.com/title/tt2910814/,https://m.media-amazon.com/images/M/MV5BNzA4Mjg0ZGEtZjQ5OC00NWQwLTljZmQtNDJmYmEwMDBiNDJiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.","{'author': 'craiginhouston', 'dateCreated': '2014-10-10', 'inLanguage': 'English', 'heading': 'Better than the reviews you read on this site', 'reviewBody': 'The &apos;movie-snob&apos; reviews almost kept me from watching this movie -- I&apos;m glad I didn&apos;t listen to them. This was one of the most suspenseful movies I have seen in a long time. At one point I paused the movie to check outside because I thought I heard something -- the movie had me spooked and it takes a lot to get that kind of reaction out of me. There was an eerie feel that stayed with me through the entire movie and it had me guessing the entire time. \n\nThe movie could have been better -- there is an attempt to show some spiritual triumph for the main character and a love story that doesn&apos;t work, but the suspense and sci-fi elements alone make the movie a solid B and worth seeing.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.0,PG-13,"['Drama', 'Mystery', 'Sci-Fi']",2014-07-10,"road trip,girlfriend in a coma,computer hacker,prosthetic leg,alien contact",PT1H37M,"[{'name': 'Brenton Thwaites', 'url': 'https://www.imdb.com/name/nm4154798/'}, {'name': 'Olivia Cooke', 'url': 'https://www.imdb.com/name/nm4972453/'}, {'name': 'Beau Knapp', 'url': 'https://www.imdb.com/name/nm3354041/'}]","[{'name': 'William Eubank', 'url': 'https://www.imdb.com/name/nm1827931/'}]","[{'name': 'Carlyle Eubank', 'url': 'https://www.imdb.com/name/nm5673221/'}, {'name': 'William Eubank', 'url': 'https://www.imdb.com/name/nm1827931/'}, {'name': 'David Frigerio', 'url': 'https://www.imdb.com/name/nm0295701/'}]",1.9,3.05
