title,username,text,clean_text,sentiment
Seasons,CenayangFilm,"Many new characters. Some are quite useful, some are not clear there for what. Wynona Ryder characters are so cool in season 2. Love!",many new characters some are quite useful some are not clear there for what wynona ryder characters are so cool in season 2 love!,Positive
Seasons,hafilova,@Maniaktipi waiting for finishing season 1 first min,waiting for finishing season 1 first min,Negative
Seasons,HabisNontonFilm,"I don't feel like watching modern family already arrived in season 10. Luke is getting handsome. Haley's love story is the most awaited, who will be with the end? https://t.co/m30ng2iqzu",i don t feel like watching modern family already arrived in season 10 luke is getting handsome haley s love story is the most awaited who will be with the end?,Negative
Rise,moviemenfes,"MVS Reminder, GESS, who wants to watch Evil Dead Rise, has 18+ ratings, don't get to the incident at Msia, there is a crying Bocils and shouted by the film. wisely in watching 👌 https://t.co/1u6psbn8ao",mvs reminder gess who wants to watch evil dead rise has 18 ratings don t get to the incident at msia there is a crying bocils and shouted by the film wisely in watching,Negative
You People,danieldokter,"Has the concept of guess who's coming to dinner with the expansion of Culture-Clash Jewish vs Muslims who promise chaos, #Youpeople unfortunately is often too busy to be relevant to forget the com ""in Romcom, also Eddie Murphy who is not given enough space to be funny.",has the concept of guess who s coming to dinner with the expansion of culture clash jewish vs muslims who promise chaos unfortunately is often too busy to be relevant to forget the com in romcom also eddie murphy who is not given enough space to be funny,Negative
Seasons,WatchmenID,@Julsyoun96 already watching ni season 1 huhu> &T,already watching ni season 1 huhu t,Negative
Layar,danieldokter,"Already more than 5x watching #Thesicidesquad, fortunately finally able to enjoy the love on the cinema screen. Private screening is also without any other audience 😄. https://t.co/2aqrbqxzix",already more than 5x watching fortunately finally able to enjoy the love on the cinema screen private screening is also without any other audience,Negative
Rise,ScreenSaversID,Struggling to Survive: http://t.co/mjefpyngvb a woman tries to survive in the 5th year after Rise of the #planeoftheapes.,struggling to survive a woman tries to survive in the 5th year after rise of the,Negative
Qorin,sinemagerbanget,"For me, Qorin is not just ordinary horror, this is a strong rebuttal to educational institutions, which should be very noble, but not infrequently we hear bad news about the guise of his glory.  As if blocked, falling into his own qorin. https://t.co/wfby3pGH69",for me qorin is not just ordinary horror this is a strong rebuttal to educational institutions which should be very noble but not infrequently we hear bad news about the guise of his glory as if blocked falling into his own qorin,Negative
Thunder Force,hafilova,"Never imagine Octavia Spencer & amp; Melissa McCarthy became a superhero in Latex and Netflix to realize that wild fantasy in #Thunderforce which unfortunately bapuk! Yes, besides the 2 names above, this is a superior hero dish & amp; Silly who only joined McCarthy's dirty mouth. 2/5 https://t.co/9afsibwnoh",never imagine octavia spencer amp melissa mccarthy became a superhero in latex and netflix to realize that wild fantasy in which unfortunately bapuk! yes besides the 2 names above this is a superior hero dish amp silly who only joined mccarthy s dirty mouth 2 5,Negative
Rise,zavvi,We're about to watch world premiere gameplay of #Xbox Exclusive game Rise of the Tomb Raider #E3Live http://t.co/fCUdEzlmG3,we re about to watch world premiere gameplay of exclusive game rise of the tomb raider,Positive
What If,slashfilm,We’re hosting a #WhatIf spoiler discussion on today’s episode of the /Film Daily podcast.  https://t.co/4gkwuwE0Fb,we re hosting a spoiler discussion on today s episode of the film daily podcast,Negative
Layar,bicaraboxoffice,"Regarding this, I have to be fair since in my mind "", and it seems that the film's review is not the negative proportion. There is always someone who calls Redeeming Factor (S). Plus the number of screens is still, then the occupancy that is not too high will bring decent results.""",regarding this i have to be fair since in my mind and it seems that the film s review is not the negative proportion there is always someone who calls redeeming factor s plus the number of screens is still then the occupancy that is not too high will bring decent results,Positive
Seasons,djaycoholyc,And I just found out that the American Horror Stories itself was renewed to season 13. which is. Another 4 years.   🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴,and i just found out that the american horror stories itself was renewed to season 13 which is another 4 years,Negative
Elemental,slashfilm,"We went ahead and ranked every single #Pixar movie, including Elemental. https://t.co/3sQEGYhUSM",we went ahead and ranked every single movie including elemental,Positive
Seasons,djaycoholyc,"In the new season, Anna Faris had a awaited guest star.  Yep. Chris Prat! https://t.co/pxjpnzzfb4",in the new season anna faris had a awaited guest star yep chris prat!,Positive
Seasons,CenayangFilm,"After all, it was a 3-day season ... hehe",after all it was a 3 day season hehe,Negative
The Strays,bicaraboxoffice,"Ok the last sentence is being seriously misconstrued. Practically Gone ""is in the context of Nationwide's statistics. That with a showtime that will be reduced a lot on Wednesday Mingdep (there is Gran Turismo, Concrete Utopia, Antikalpa not yet tomorrow Strays also starts to air) then additional ...""",ok the last sentence is being seriously misconstrued practically gone is in the context of nationwide s statistics that with a showtime that will be reduced a lot on wednesday mingdep there is gran turismo concrete utopia antikalpa not yet tomorrow strays also starts to air then additional,Negative
Seasons,sinema911,"Oh, on April 1 tomorrow there will be a season. And there is Marthino Lio who is a doctor again. Wkwkwk https://t.co/ozqbslk9tg",oh on april 1 tomorrow there will be a season and there is marthino lio who is a doctor again wkwkwk,Positive
Seasons,moviemenfes,MVS ⚠️ D.P. Season 2 ⚠️ between the three cases of the most heart breaking in the case?   Kim Ruri? Jang Nina?  Shin A Hwi?   😭 https://t.co/kxskzddrjw,mvs d p season 2 between the three cases of the most heart breaking in the case? kim ruri? jang nina? shin a hwi?,Negative
Kal,sir_amirsyarif,@inekdox @moviemenfes mas kal. ☺️,mas kal,Positive
Hunger,Rivki_Mogi,Time and place I invite!  Happy Hunger Games ... https://t.co/rsatnokbzu,time and place i invite! happy hunger games,Positive
Troll,ErikDavis,At #CinemaCon: Universal + Focus up next. Highlights from slate! BOOK CLUB 2 FAST X ASTEROID CITY STRAYS OPPENHEIMER  UNTITLED PLEASE DON’T DESTROY MOVIE THE EXORCIST MY BIG FAT GREEK WEDDING 3 TROLLS 3 MIGRATION DRIVE AWAY DOLLS THE HOLDOVERS and more! https://t.co/KQVlf0Op9R,at universal focus up next highlights from slate! book club 2 fast x asteroid city strays oppenheimer untitled please don t destroy movie the exorcist my big fat greek wedding 3 trolls 3 migration drive away dolls the holdovers and more!,Positive
One More Time,cinemuach,"One more time, this time with more feeling!  Yok, who hasn't bought a ticket, who wants to watch again, who wants to huhuhu again, please ikuuuuut! 👇🏼",one more time this time with more feeling! yok who hasn t bought a ticket who wants to watch again who wants to huhuhu again please ikuuuuut!,Positive
Thor- Love and Thunder,slashfilm,"Daily Podcast: Wonka Prequel, Thor: Love and Thunder Casting, The Muppet Show, and Master of None Season 3 https://t.co/wmewtmfHzk https://t.co/4jN0DH9V6T",daily podcast wonka prequel thor love and thunder casting the muppet show and master of none season 3,Positive
Seasons,HabisNontonFilm,"Season 2 complicated. The NYX 88 operation is complicated. Conclusive meh.  It's fun in the beginning, just when there is anti-gifted. https://t.co/l2uhqejze1",season 2 complicated the nyx 88 operation is complicated conclusive meh it s fun in the beginning just when there is anti gifted,Positive
Layar,bicaraboxoffice,"Anyway, #blackadam is very exciting, that's all. Hoping the titular character is brutal displayed, and that does not disappoint. As a comic reader of Bangotkotan, of course moved to see Doctor Fate and Hawkman finally present on the big screen. And that not-super mid-credits cameo .. https://t.co/mpnhzrowoq",anyway is very exciting that s all hoping the titular character is brutal displayed and that does not disappoint as a comic reader of bangotkotan of course moved to see doctor fate and hawkman finally present on the big screen and that not super mid credits cameo,Positive
Seasons,GilaFilmID,"Wahhh, waiting for it, for sure there will be a season 2 RT @vteeajah: @penggilafilm two min, but you don't know if there are friends who want to join again ...",wahhh waiting for it for sure there will be a season 2 two min but you don t know if there are friends who want to join again,Negative
Seasons,TarizSolis,"@Martinleoo I also initially didn't like them at first :)) Season tar that must be watched is S7, the most exciting !!! After that, 6,5,14,12 and 2.",i also initially didn t like them at first season tar that must be watched is s7 the most exciting !!! after that 6 5 14 12 and 2,Negative
Seasons,akstanwyck,"New York Film Critics Push Favorites in Awards Season, 'Carol' Wins Four Prizes https://t.co/qWRTGOR7Jp",new york film critics push favorites in awards season carol wins four prizes,Positive
Triple 9,Elbert_Reyner,#Triple9 starts and ends with brilliant. Total badass. But the middle is the one that can't balance.,starts and ends with brilliant total badass but the middle is the one that can t balance,Negative
Friday the 13th,sir_amirsyarif,"@x_catra: But Friday the 13th is not bad. My Bloody Valentine is bad from all sides. Stories, acting, pictures ... there is no good.",but friday the 13th is not bad my bloody valentine is bad from all sides stories acting pictures there is no good,Negative
Leo,akstanwyck,@nathanielr Meryl. Leo. It has to be a distinctive name they own.,meryl leo it has to be a distinctive name they own,Positive
Seasons,BFI,@vmonaco19 Hi Enzo. We have a season in June at BFI Southbank which showcases some of the best new Japanese anime: https://t.co/Fs8LByKnB9,hi enzo we have a season in june at bfi southbank which showcases some of the best new japanese anime,Positive
Meter,moviegoersID,"The pool.  The scene is more in a pool of 6 meters depth and is trapped by a fierce crocodile. The original never bored for the rewatch of this film and keep watching it! Yok watched at @trueid_id, #Sui Rajon now!  https://t.co/k6angysqtq",the pool the scene is more in a pool of 6 meters depth and is trapped by a fierce crocodile the original never bored for the rewatch of this film and keep watching it! yok watched at rajon now!,Negative
Buya Hamka,djaycoholyc,"@Vinogbastian__ 2023 - Dorman - Buya Hamka - Wiro, right? Hihihi",2023 dorman buya hamka wiro right? hihihi,Negative
Seasons,djaycoholyc,So ..... who said who supernatural will stop in season 10 haaaah haaaaaah,so who said who supernatural will stop in season 10 haaaah haaaaaah,Negative
Seasons,TarizSolis,@derry_dee * tabok * there is a sytycd that is canceled by MA Fox they certainly choose the more profitable. Season 7 rating slumped,tabok there is a sytycd that is canceled by ma fox they certainly choose the more profitable season 7 rating slumped,Negative
Pinocchio,slashfilm,"Tom Hanks is Geppetto in Robert Zemeckis' #Pinocchio, coming September 8 to #DisneyPlus. https://t.co/YPKfgP40g6",tom hanks is geppetto in robert zemeckis coming september 8 to,Positive
Hunger,djaycoholyc,@Nclys if you follow the deadly game so the power hunger games #kemudiansalansamajangkrik,if you follow the deadly game so the power hunger games,Negative
A Man Called Otto,HabisNontonFilm,"For the weekend, this is still targeting a man called otto while still in theaters, please try to coated the same up before watching it.  This similar combination of two old man grumpy man can make your heart warm as warm as the warmth. 🥲 https://t.co/xk2ksavnh8",for the weekend this is still targeting a man called otto while still in theaters please try to coated the same up before watching it this similar combination of two old man grumpy man can make your heart warm as warm as the warmth,Positive
Layar,danieldokter,Naq-anaq here who Reply: 1. Failure to understand #rrrmovie is 2. I don't know if in India there promo cinema reactions screen records are cultures that are also supported by filmmakers/actors-but the difference is that they have never been ngestory-in one pelem from the beginning until we are here 😄,naq anaq here who reply 1 failure to understand is 2 i don t know if in india there promo cinema reactions screen records are cultures that are also supported by filmmakers actors but the difference is that they have never been ngestory in one pelem from the beginning until we are here,Negative
Seasons,moviemenfes,Have you finished blood yet? 1 season or will there be season 2? /MVS,have you finished blood yet? 1 season or will there be season 2? mvs,Negative
Layar,HabisNontonFilm,"Since British separated, it is estimated that there are around 200 thousand to 2 million people have died in the middle of the Indian partition process - Pakistan.  According to journalists from South Asia, #MSmarvel managed to give the best portrayal of the history of India on the Hollywood silver screen. https://t.co/9allpco7xd",since british separated it is estimated that there are around 200 thousand to 2 million people have died in the middle of the indian partition process pakistan according to journalists from south asia managed to give the best portrayal of the history of india on the hollywood silver screen,Positive
Layar,danieldokter,Right. But quite a lot of budget is a myriad of results that look on the screen not until half of it.,right but quite a lot of budget is a myriad of results that look on the screen not until half of it,Positive
Seasons,GilaFilmID,"Damn, HBO has just released a collection of their featured series teasers in 2019. From this teaser we can see there is the first appearance of the watch series, then Big Little Lies Season 2 and which might make you crazy friend of the film Suprise Piece of the Scene Ga ... https://t.co/axi8rlnkgw https://t.co/6eq6jduh7p",damn hbo has just released a collection of their featured series teasers in 2019 from this teaser we can see there is the first appearance of the watch series then big little lies season 2 and which might make you crazy friend of the film suprise piece of the scene ga,Negative
Bayi Ajaib,HabisNontonFilm,"Minton finished coming to the Presscon Baby Magic, Remake, one of the most powerful Indonesian horror films of all time!  The scary atmosphere will be built like riding a rollercoaster throughout the film. Will it make trauma ""again like the original film? Released in theaters on January 19, 2023! Https://t.co/9mzkojwm4c""",minton finished coming to the presscon baby magic remake one of the most powerful indonesian horror films of all time! the scary atmosphere will be built like riding a rollercoaster throughout the film will it make trauma again like the original film? released in theaters on january 19 2023!,Positive
Haunted Mansion,slashfilm,@Skylerhxc Probably haunted mansion or pirates,probably haunted mansion or pirates,Negative
Layar,bicaraboxoffice,"@Cineflurid @barakarafilmid If the occupancy remains like this, it will definitely go down the screen",if the occupancy remains like this it will definitely go down the screen,Negative
Why Do You Love Me,moviemenfes,"Duke Dolken interview with Jefri Nichol as Cast Why Do You Love Me. The chat is 18+ so the one is still underage, don't look at it. Have you watched it? https://t.co/4ek0bqyx7j",duke dolken interview with jefri nichol as cast why do you love me the chat is 18 so the one is still underage don t look at it have you watched it?,Negative
Your Place or Mine,slashfilm,@WalkerMark10 on my way to your place right now. Should I head to truck instead?,on my way to your place right now should i head to truck instead?,Negative
Ketika Berhenti di Sini,cinemuach,"@Senovriawan may be me, I want to watch when stopping here today at the cinema.",may be me i want to watch when stopping here today at the cinema,Positive
Layar,danieldokter,"@djaycoholyc this screen is unloading, how come the screen is pairs",this screen is unloading how come the screen is pairs,Negative
What If,alisonwillmore,"The plot (?) of this movie is basically like, what if instead of trying to get to space Elon Musk decided to spend his money trying to overthrow a central Asian dictator personally with a team of five specialists (?)",the plot ? of this movie is basically like what if instead of trying to get to space elon musk decided to spend his money trying to overthrow a central asian dictator personally with a team of five specialists ?,Negative
Paradise,HabisNontonFilm,"Thanks @aftresun already gave info to Minton about the Night Bus!  There are other Indonesian films in Tubi, when searching Indonesia ""a number of films appear. There are Bali: Beats of Paradise by Livi Zheng who"" Enter the Oscars Selection ""also 😝 If you have a movie recommendation in Tubi TV, may ... https://t.co/uwigxw2muu""",thanks already gave info to minton about the night bus! there are other indonesian films in tubi when searching indonesia a number of films appear there are bali beats of paradise by livi zheng who enter the oscars selection also if you have a movie recommendation in tubi tv may,Positive
What If,slashfilm,Get ready for a slightly different Master of the Mystic Arts when #WhatIf episode 4 drops Wednesday on #DisneyPlus. https://t.co/c1e3cJsT95,get ready for a slightly different master of the mystic arts when episode 4 drops wednesday on,Negative
Layar,djaycoholyc,"Tumben is flat, the spread of the 3 Indonesian film screen this week. You're welcome 20 screens on XXI/21",tumben is flat the spread of the 3 indonesian film screen this week you re welcome 20 screens on xxi 21,Negative
Rise,moviemenfes,MVS Minions Rise of Gru is fun or not?,mvs minions rise of gru is fun or not?,Negative
Kal,djaycoholyc,@monstreza Twitter is hijacked InfoJakarta cal? : |,twitter is hijacked infojakarta cal?,Negative
Hati Suhita,moviegoersID,New Indonesian Film that airs in theaters Starting Today: #Hatisuhita #Jinkhodam https://t.co/6thiw0SCMR,new indonesian film that airs in theaters starting today,Positive
Nowhere,sir_amirsyarif,"The DVD already exists ...: P RT @GABZPANDA: @ardnas_20 hopefully Jiffest also brought Nowhere Boy, want to see Aaron Johnson at Big Screen again.",the dvd already exists p hopefully jiffest also brought nowhere boy want to see aaron johnson at big screen again,Negative
Seasons,GilaFilmID,"The original material Nobara said Girlfriend "", and just watched on Netflix Nobara so he said"" Boyfriend "". If watching using sub indo will not understand the difference. Blom checks the prime video and bilibi.",the original material nobara said girlfriend and just watched on netflix nobara so he said boyfriend if watching using sub indo will not understand the difference blom checks the prime video and bilibi,Negative
65,HabisNontonFilm,The trailer 65. Https://t.co/ckruq3twqa,the trailer 65,Negative
Troll,bicaraboxoffice,"Universal should not forget, most (large) successful Trolls World Tour on PVOD is the result of Witing Tresno Jalaran Ora Ono Liyo. """"",universal should not forget most large successful trolls world tour on pvod is the result of witing tresno jalaran ora ono liyo,Positive
Layar,sir_amirsyarif,@doniagustan ish! 'The Impossible' is better watching on the big screen! #ShitPenontonton that flooded the Pemioskopsays,ish! the impossible is better watching on the big screen! that flooded the pemioskopsays,Negative
Rise,slashfilm,"The first one is good, the second one is meh"" was Chris Hemsworth's take on the Thor movies in 2018.  This week's Tales from the Box Office column looks back at Thor: The Dark World, a blip in the MCU's rapid rise to power. https://t.co/Kx6Z8ZgYXW""",the first one is good the second one is meh was chris hemsworth s take on the thor movies in 2018 this week s tales from the box office column looks back at thor the dark world a blip in the mcu s rapid rise to power,Positive
Seasons,slashfilm,Watch the new teaser for Only Murders in the Building season 2. https://t.co/XwMWmFuMo6,watch the new teaser for only murders in the building season 2,Negative
65,djaycoholyc,"How to enjoy the world presentation in your grasp and only pay 12,500? Download Mola TV and enjoy international offerings at home only. Especially now that Mola has cooperated with HBO Go, only 65,000. #Molaprimetimeseries https://t.co/xgdpcuj2fx",how to enjoy the world presentation in your grasp and only pay 12 500? download mola tv and enjoy international offerings at home only especially now that mola has cooperated with hbo go only 65 000,Negative
His Three Daughters,HabisNontonFilm,"His three Daughters can score 100% with AVG. rating 8.2/10 in Rottentenomatoes.  One of the films on TIFF 2023. Azazel Jacobs. Starring Carrie Coon, Elizabeth Olsen, and Natasha Lyonne.  Because Netflix has been bought, just wait for the airing date! https://t.co/lryvuaoufr",his three daughters can score 100 with avg rating 8 2 10 in rottentenomatoes one of the films on tiff 2023 azazel jacobs starring carrie coon elizabeth olsen and natasha lyonne because netflix has been bought just wait for the airing date!,Negative
Seasons,HabisNontonFilm,@vtirisa @mbakpeass @neshasurya connected. Recommended watching from season 1,connected recommended watching from season 1,Positive
Layar,Elbert_Reyner,"@charllz yes. I think added on the screen. The tweet is blitz also said that. But I, I won't watch. :)",yes i think added on the screen the tweet is blitz also said that but i i won t watch,Negative
Seasons,WatchmenID,"Fyi, Gen V is the news that will be in the timeline between Season 3 and its 4 season The Boys.  Concerning this spin-off so yes to follow the boys will definitely be fun, but for the boys and the only brutal superhero ""will be fun. Https://t.co/ldsahqg8yt""",fyi gen v is the news that will be in the timeline between season 3 and its 4 season the boys concerning this spin off so yes to follow the boys will definitely be fun but for the boys and the only brutal superhero will be fun,Positive
Pinocchio,slashfilm,Here's what you need to know about the two separate #Pinocchio movies coming out this year. https://t.co/zKBXPP3fvA,here s what you need to know about the two separate movies coming out this year,Positive
Accused,akstanwyck,"Brett Ratner Accused of Sexual Harassment By Six Women, Including Olivia Munn in L.A. Times Report https://t.co/ptK6jQ1DJs via @indiewire",brett ratner accused of sexual harassment by six women including olivia munn in l a times report via,Negative
Seasons,BFI,"Weimar Cinema competition ⭐️ Win prizes Beyond your Wildest Dreams, including a season film pass and more! 🌙 https://t.co/lP76zkzA4U https://t.co/Y1GwQdrnl4",weimar cinema competition win prizes beyond your wildest dreams including a season film pass and more!,Positive
Para Betina Pengikut Iblis,WatchmenID,"The promo rating of 21+ promo is really not playing. The female followers of the devil are really that bloody.  Yep, have shortcomings in telling stories, thankfully it can still be patched with the appearance of the Iconic Duke of Dolken and Mawar De Jongh who played differently ""from usual. Https://t.co/xqx5b4f4jk""",the promo rating of 21 promo is really not playing the female followers of the devil are really that bloody yep have shortcomings in telling stories thankfully it can still be patched with the appearance of the iconic duke of dolken and mawar de jongh who played differently from usual,Negative
The Big 4,moviemenfes,"I just watched The Big 4, wow, I swear, right. The plot is interesting, the action is quite smooth and cool, the comedy is just right especially often ad jokes that I have to understand even understand the jir (iykyk) 🤣. Warning Full Content of Blood & Amp Harshwords that is brutal but that's the one (Cont ...) https://t.co/bukelx64qq",i just watched the big 4 wow i swear right the plot is interesting the action is quite smooth and cool the comedy is just right especially often ad jokes that i have to understand even understand the jir iykyk warning full content of blood amp harshwords that is brutal but that s the one cont,Positive
Seasons,Elbert_Reyner,"Even though it's 2 season, the Apple TV+ #Servant series from M. Night Shyamalan is still stingy to give us answers to all the mysteries and instead give new questions about Cult, the baby is missing, and the magician that makes this series more addictive to watch! ★★★ ½ https://t.co/jyhx5mbgqf",even though it s 2 season the apple tv series from m night shyamalan is still stingy to give us answers to all the mysteries and instead give new questions about cult the baby is missing and the magician that makes this series more addictive to watch!,Negative
The Last Letter From Your Lover,moviemenfes,"/ MVS/ 🎬The Last Letter From Your Lover🎬 
After watching this film and it turns out that really guys, for those who are looking for a romance film that is a good storyline, this is a super recommended! https://t.co/99hnvw73wc",mvs the last letter from your lover after watching this film and it turns out that really guys for those who are looking for a romance film that is a good storyline this is a super recommended!,Positive
Layar,WatchmenID,Ready to blow up the cinema screen https://t.co/ygyxhgymbn,ready to blow up the cinema screen,Negative
Seasons,moviemenfes,MVS‼ ️ Warning Spoiler Demon Slayer‼ ️ season 3 episode 2 has been released and can be watched on prime video/netflix yes 😍 https://t.co/jr9p9dksz7,mvs warning spoiler demon slayer season 3 episode 2 has been released and can be watched on prime video netflix yes,Negative
Rise,hafilova,"Mentikin the location from the swamp cabin to a small apartment does not make evil dead rise so lack materials to make the audience tired.   Presenting the full terror of the narrow space of the mother who was possessed by the devil due to the number of Demonto's Naturom Death Books throughout the night.   Evil, ... https://t.co/ruakukyr5y",mentikin the location from the swamp cabin to a small apartment does not make evil dead rise so lack materials to make the audience tired presenting the full terror of the narrow space of the mother who was possessed by the devil due to the number of demonto s naturom death books throughout the night evil,Negative
Seasons,HabisNontonFilm,"@Freelenstudio @netflixid @paradigmafilm Maap, don't continue watching Dark. Just a strong 1 season. 🙃",maap don t continue watching dark just a strong 1 season,Positive
Seasons,GilaFilmID,"@Masirmasku @fajararerawan yes there is, already fixed season 2",yes there is already fixed season 2,Positive
Rise,hafilova,"So far, 2023 is not a good year for horror films. It's been more than half of the way, there was only ""Evil Dead Rise"" that was really satisfying until then Cobweb came unexpectedly from the darkness.   Cobweb starts with a thin whisper coming out of the wall of Peter's room, si ... https://t.co/fqpxpnvtff",so far 2023 is not a good year for horror films it s been more than half of the way there was only evil dead rise that was really satisfying until then cobweb came unexpectedly from the darkness cobweb starts with a thin whisper coming out of the wall of peter s room si,Negative
Seasons,hafilova,"Hey! My favorite romcom this year turns out to be lesbian! Forget the title selection, yes, Corny! Happiest season is sweet, funny, warm & amps very romantic, even more than hetero romance this year. Trio Davis- Stewart-Plaza Cool! They should be the one who is charlie's angels. 4/5 https://t.co/mtbkm0c42b",hey! my favorite romcom this year turns out to be lesbian! forget the title selection yes corny! happiest season is sweet funny warm amps very romantic even more than hetero romance this year trio davis stewart plaza cool! they should be the one who is charlie s angels 4 5,Positive
Rise,slashfilm,'Star Wars: The Rise of Skywalker' Brought Back a Familiar Bounty Hunter in a Really Messed-Up Way https://t.co/j7M9bE4TlR https://t.co/hQ5bIiXKNk,star wars the rise of skywalker brought back a familiar bounty hunter in a really messed up way,Negative
Seasons,MovieManID,"Stranger Things season 4 is more dark, more blood, action-packed, complex stories that even feel emotional. Indeed the horror vibes can really get it.   Can't wait to hurry up season 5! https://t.co/vmfu1pwvrz",stranger things season 4 is more dark more blood action packed complex stories that even feel emotional indeed the horror vibes can really get it can t wait to hurry up season 5!,Negative
What If,slashfilm,"Cate Blanchett will return as Lydia Tár in What If...? season 2. Sorry, we mean Hela. https://t.co/urzLNiAyLi",cate blanchett will return as lydia t r in what if ? season 2 sorry we mean hela,Negative
The Murderer,paradigmafilm,Looks like Buffalo Boys can really make the #sataywestern genre that starts by the film Marlina The Murderer https://t.co/hhnrk14lu,looks like buffalo boys can really make the genre that starts by the film marlina the murderer,Negative
Kal,sir_amirsyarif,@sinekdooks indeed just just the mas holy so sure. ☺️,indeed just just the mas holy so sure,Positive
Kal,sir_amirsyarif,@Nitaseellya @inekdox @aciel mas kal! *jewer drag home*,mas kal! jewer drag home,Negative
Hunger,djaycoholyc,@ochie_geeks Hmmm Always Chie Always. I just confirm whether the sequel is worth watching on 3D or not: D. Have you watched The Hunger?,hmmm always chie always i just confirm whether the sequel is worth watching on 3d or not d have you watched the hunger?,Negative
Seasons,CenayangFilm,@mured @sareteembut @sh878 ma us agatching... w when watching 2 following him aja.... we don't work together.,ma us agatching w when watching 2 following him aja we don t work together,Negative
Seasons,slashfilm,"HBO orders Barry season 4, promising us more hilarious dread. https://t.co/I48wIu6iTC",hbo orders barry season 4 promising us more hilarious dread,Positive
What If,slashfilm,It's about time #HowardTheDuck got his own #WhatIf character poster. https://t.co/JtkEfchxMR,it s about time got his own character poster,Negative
Seasons,slashfilm,Keke Palmer was everything a #SaturdayNightLive host should be in the best episode of the season so far. https://t.co/EdxEhhoFsx,keke palmer was everything a host should be in the best episode of the season so far,Positive
Nowhere,alisonwillmore,Funny to show up to JUPITER ASCENDING in 3D last night and see that the theater was nowhere near full but that I knew like half the people there,funny to show up to jupiter ascending in 3d last night and see that the theater was nowhere near full but that i knew like half the people there,Negative
Seasons,teppy87,@Jennyjusuf yes who doesn't use text. Season 3 like I have a DVD,yes who doesn t use text season 3 like i have a dvd,Negative
Seasons,HabisNontonFilm,"@dikaxrm @txtanakbioscop can really, Minton hasn't watched the scandal 1 at all.  From the trailer season 1, it looks different about the same story. It's just like there is the same character.",can really minton hasn t watched the scandal 1 at all from the trailer season 1 it looks different about the same story it s just like there is the same character,Negative
The Little Mermaid,HabisNontonFilm,"The Little Mermaid aired in theaters starting May 24.  Survey, will you watch in theaters or not? https://t.co/rsvyjnm9nz",the little mermaid aired in theaters starting may 24 survey will you watch in theaters or not?,Negative
Thor- Love and Thunder,moviemenfes,MVS Thor Love and Thunder When does it air on Disney+?,mvs thor love and thunder when does it air on disney ?,Negative
You People,BFI,"@KarenTreend Hi Karen, we don't have a People’s Choice award at #LFF. You can check out our recently announced competition jury here: https://t.co/v7NYVMDsWR",hi karen we don t have a people s choice award at you can check out our recently announced competition jury here,Negative
Enola Holmes,winseulbear,"@moviemenfesid wkwk enola holmes mah, the relationship is the same as Sherlock's stories. just nyomot the character",wkwk enola holmes mah the relationship is the same as sherlock s stories just nyomot the character,Negative
Seasons,BFI,Blown away by our Alan Clarke season? We give it the treatment it deserves on Blu-ray. Order https://t.co/Ui4iKiPWVu https://t.co/h4pwh5hyNJ,blown away by our alan clarke season? we give it the treatment it deserves on blu ray order,Negative
Seasons,slashfilm,"Sadly, #BecomingElizabeth has been canceled after one season at Starz. https://t.co/BzVP96wjey",sadly has been canceled after one season at starz,Negative
Seasons,Elbert_Reyner,@leenlena eh let me be late rather than waiting for the new season per year. HA HA. This is at least I have 3 seasons.,eh let me be late rather than waiting for the new season per year ha ha this is at least i have 3 seasons,Negative
Seasons,Elbert_Reyner,"@dopby why if it's already late? Instead of being crazy waiting for episodes every week. 😝 After all season 7 is still next year, if not delay.",why if it s already late? instead of being crazy waiting for episodes every week after all season 7 is still next year if not delay,Negative
Layar,WatchmenID,After watching the light copying with @wregas ... it's really good https://t.co/nxsle3tx8y,after watching the light copying with it s really good,Positive
Seasons,CenayangFilm,"Wow eps 5 anjir riot and exciting! EPS 6 is also no less exciting, but the drama gets more.   For those who follow Yellowstone season 4, the new episode has aired, please slide. https://t.co/fvbpoal15A",wow eps 5 anjir riot and exciting! eps 6 is also no less exciting but the drama gets more for those who follow yellowstone season 4 the new episode has aired please slide,Positive
Hunger,akstanwyck,"Great podcast with the brilliant producer Nina Jacobson, who produced Hunger Games and Crazy Rich Asians, who explains why the failure resume is a good thing.  https://t.co/PUFQgSDg4U",great podcast with the brilliant producer nina jacobson who produced hunger games and crazy rich asians who explains why the failure resume is a good thing,Positive
Seasons,cinemuach,"@candra_aditya ihhh ever ya kohcan. 2 times. When the Dewi screening came home in Kine, the same screening for carnivale in Mozilla huhu we shake hands instead huhu I asked anjas season 2 when it aired even huhu :(",ihhh ever ya kohcan 2 times when the dewi screening came home in kine the same screening for carnivale in mozilla huhu we shake hands instead huhu i asked anjas season 2 when it aired even huhu,Negative
